SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,gender_Male,InternetService_Fiber,InternetService_None,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,AutoPay,NumServices,TenureBin,HighChargeFlag,Contract_x_Charge,Fiber_x_Charge,ChargesPerTenure,LogMonthlyCharges,LogTotalCharges,IsNewCustomer
0,1,1,26,1,1,0,1,0,1,0,0,0,1,60.05,1616.15,1,0,0,0,0,1,0,0,4,3,0,0.0,0.0,59.85740740740741,4.111693200556713,7.388420619653236,0
0,1,1,12,1,1,0,0,0,0,0,0,1,0,26.4,314.95,0,1,0,1,0,0,1,0,2,1,0,26.4,0.0,24.226923076923075,3.3105430133940246,5.755583973219464,0
0,0,0,40,1,0,0,0,0,0,0,0,2,0,20.15,804.85,0,0,0,1,0,0,1,0,1,4,0,40.3,0.0,19.63048780487805,3.0516399054922867,6.691897620968727,0
0,1,1,7,0,0,1,1,1,0,1,1,0,0,58.85,465.7,0,1,0,0,0,0,1,0,5,1,0,0.0,0.0,58.2125,4.091841432003982,6.14568665295577,0
0,1,1,70,1,1,1,1,0,0,1,0,0,1,97.55,6669.05,0,1,1,0,1,0,0,1,5,4,1,0.0,97.55,93.93028169014084,4.590564033598729,8.805382635133446,0
0,1,1,60,1,0,0,0,0,0,0,0,2,0,19.65,1161.75,0,1,0,1,1,0,0,1,1,4,0,39.3,0.0,19.045081967213115,3.027715319407042,7.058543168104206,0
0,1,1,39,0,0,0,0,0,0,0,0,1,1,25.25,947.75,0,1,0,0,1,0,0,1,0,4,0,25.25,0.0,23.69375,3.2676659890376327,6.85514532870984,0
0,1,0,72,1,1,1,1,1,1,1,1,2,0,114.45,8375.05,0,1,1,0,1,0,0,1,8,4,1,228.9,114.45,114.7267123287671,4.748837535800504,9.03313172196904,0
0,0,0,1,0,0,0,0,0,0,1,0,0,1,34.7,34.7,1,0,0,0,0,1,0,0,1,0,0,0.0,0.0,17.35,3.5751506887855933,3.5751506887855933,1
0,1,1,54,1,1,0,1,0,1,1,0,1,1,70.7,3770.0,0,1,0,0,0,1,0,0,5,4,0,70.7,0.0,68.54545454545455,4.272490747605575,8.235095497258357,0
0,0,0,3,1,1,0,0,0,0,0,1,0,1,85.3,264.8,1,1,1,0,0,1,0,0,3,0,0,0.0,85.3,66.2,4.457829598089382,5.582744146279145,1
0,1,1,63,1,0,1,1,1,1,1,0,2,0,75.55,4707.85,0,0,0,0,1,0,0,1,6,4,0,151.1,0.0,73.56015625,4.337944122103693,8.457198995839414,0
0,1,1,71,1,1,0,1,0,1,0,0,2,1,84.8,6152.4,0,1,1,0,0,1,0,0,4,4,0,169.6,84.8,85.44999999999999,4.4520190064939165,8.72476005356623,0
0,0,0,42,1,0,0,0,0,0,0,0,1,1,20.65,958.1,0,0,0,1,0,0,1,0,1,4,0,20.65,0.0,22.28139534883721,3.075005454448499,6.865995344733905,0
0,0,0,47,1,0,0,0,0,0,0,0,2,0,20.45,943.0,0,1,0,1,0,0,0,1,1,4,0,40.9,0.0,19.645833333333332,3.065724645374026,6.8501261661455,0
0,1,1,66,1,1,0,1,1,0,1,1,1,1,102.45,6615.15,1,0,1,0,1,0,0,1,6,4,1,102.45,102.45,98.73358208955223,4.639088404191552,8.797268908756067,0
0,1,0,21,1,1,1,0,1,0,1,1,0,1,104.4,2200.25,1,0,1,0,0,0,0,1,6,2,1,0.0,104.4,100.01136363636364,4.657762636107262,7.696780659810416,0
0,0,0,11,0,0,0,1,0,1,0,0,0,1,35.65,425.1,0,1,0,0,0,1,0,0,2,1,0,0.0,0.0,35.425000000000004,3.6014134283326604,6.054674060505866,0
0,0,1,1,1,1,0,0,1,0,1,1,0,1,99.75,99.75,1,1,1,0,0,1,0,0,5,0,1,0.0,99.75,49.875,4.612642200826793,4.612642200826793,1
1,1,0,55,1,1,0,1,1,1,0,0,0,0,90.45,5044.8,0,0,1,0,0,1,0,0,5,4,1,0.0,90.45,90.08571428571429,4.515792374836875,8.526311493060765,0
0,0,0,69,1,1,0,1,1,1,1,0,2,1,97.65,6743.55,0,1,1,0,1,0,0,1,6,4,1,195.3,97.65,96.33642857142857,4.591578232468624,8.81649005033025,0
1,0,0,3,1,0,0,0,1,0,0,0,0,0,73.85,196.4,0,0,1,0,0,1,0,0,2,0,0,0.0,73.85,49.1,4.3154861108656375,5.285232126999381,1
0,0,0,4,1,0,0,0,1,1,1,1,0,1,74.4,299.7,1,1,0,0,0,1,0,0,5,0,0,0.0,0.0,59.94,4.32280727501391,5.706113089994483,1
1,0,0,30,1,1,0,0,1,1,1,0,2,1,69.1,2093.9,0,1,0,0,1,0,0,1,5,3,0,138.2,0.0,67.54516129032258,4.249922794040544,7.647261098520099,0
0,0,0,5,1,1,0,0,1,1,0,0,0,1,82.75,417.75,0,0,1,0,0,1,0,0,4,0,0,0.0,82.75,69.625,4.427836170705175,6.037274083139276,1
0,1,0,71,1,1,0,0,0,0,0,0,2,1,24.4,1725.4,0,0,0,1,1,0,0,1,2,4,0,48.8,0.0,23.96388888888889,3.2347491740244907,7.45379359450387,0
0,0,0,29,1,1,0,1,0,0,0,0,1,1,55.25,1620.2,0,0,0,0,0,1,0,0,3,3,0,55.25,0.0,54.00666666666667,4.029806041084529,7.390921894754154,0
0,1,0,52,1,1,0,1,0,1,0,0,0,0,61.35,3169.55,0,1,0,0,0,0,0,1,4,4,0,0.0,0.0,59.80283018867925,4.132763672126045,8.061660353398956,0
0,0,0,68,1,1,1,1,1,0,0,1,1,0,76.75,5233.25,0,1,0,0,1,0,0,1,6,4,0,76.75,0.0,75.84420289855072,4.353498551059343,8.56297884656537,0
0,1,1,46,1,0,0,0,0,0,0,0,2,0,19.4,967.85,0,0,0,1,0,0,1,0,1,4,0,38.8,0.0,20.592553191489362,3.0155349008501706,6.876109801146591,0
0,0,0,8,1,0,0,0,0,0,0,1,0,1,54.75,438.05,0,1,0,0,1,0,0,1,2,1,0,0.0,0.0,48.672222222222224,4.020877410340228,6.084613301806004,0
0,1,0,72,1,0,0,0,0,0,0,0,2,0,19.7,1421.9,0,1,0,1,1,0,0,1,1,4,0,39.4,0.0,19.478082191780825,3.0301337002713233,7.260452321551646,0
0,0,0,17,1,0,0,0,0,0,0,0,1,0,19.9,323.15,0,0,0,1,0,0,0,1,1,2,0,19.9,0.0,17.952777777777776,3.039749158970765,5.781206371621004,0
0,0,0,3,1,0,0,1,1,1,1,1,0,1,107.95,318.6,0,1,1,0,0,1,0,0,6,0,1,0.0,107.95,79.65,4.690889061390629,5.7670702138921195,1
1,0,0,2,1,0,0,1,0,0,1,0,0,1,83.8,163.7,0,0,1,0,0,0,0,1,3,0,0,0.0,83.8,54.56666666666666,4.440295542797857,5.104125637183595,1
0,0,0,9,1,0,1,0,0,0,0,0,0,1,74.25,639.65,1,0,1,0,1,0,0,1,2,1,0,0.0,74.25,63.964999999999996,4.3208159036289855,6.462483285955585,0
0,0,0,51,0,0,0,1,1,0,1,1,1,1,56.4,2928.5,0,0,0,0,1,0,0,1,4,4,0,56.4,0.0,56.31730769230769,4.050044303325521,7.9825870389848435,0
0,1,1,6,1,0,0,0,0,0,0,0,2,0,20.1,100.35,0,0,0,1,0,0,1,0,1,0,0,40.2,0.0,14.335714285714285,3.0492730404820207,4.618579872898009,1
0,1,0,3,1,1,0,0,0,0,1,1,0,0,94.9,273.2,0,0,1,0,0,1,0,0,4,0,1,0.0,94.9,68.3,4.563305981889393,5.613857767128214,1
1,0,0,17,1,1,0,0,0,0,1,1,0,1,94.2,1608.15,0,0,1,0,0,1,0,0,4,2,1,0.0,94.2,89.34166666666667,4.55597994179732,7.383461368253113,0
0,1,0,30,1,1,0,0,0,0,0,0,0,0,49.9,1441.95,0,1,0,0,0,1,0,0,2,3,0,0.0,0.0,46.51451612903226,3.929862923556477,7.274444908138895,0
0,0,0,31,1,1,0,1,0,1,1,0,0,1,71.05,2168.15,0,1,0,0,0,1,0,0,5,3,0,0.0,0.0,67.7546875,4.277360322445531,7.682090664728911,0
0,0,0,45,1,0,1,0,1,1,1,1,2,0,81.65,3618.7,0,0,0,0,0,0,0,1,6,4,0,163.3,0.0,78.66739130434782,4.4146148242670336,8.19414642845749,0
0,1,0,64,1,1,1,1,1,0,0,0,1,0,89.45,5692.65,0,1,1,0,0,0,0,1,5,4,0,89.45,89.45,87.57923076923076,4.504797211841304,8.647106797736582,0
0,0,0,1,1,1,0,0,0,0,1,0,0,1,59.85,59.85,1,1,0,0,0,1,0,0,3,0,0,0.0,0.0,29.925,4.108411819433536,4.108411819433536,1
1,0,0,1,1,0,0,0,0,0,0,0,0,1,69.6,69.6,1,0,1,0,0,1,0,0,1,0,0,0.0,69.6,34.8,4.257030144499196,4.257030144499196,1
1,1,1,61,1,1,0,1,0,0,1,1,1,0,99.0,5969.3,0,1,1,0,0,1,0,0,5,4,1,99.0,99.0,96.27903225806452,4.605170185988092,8.694552456380377,0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,19.05,19.05,0,1,0,1,0,0,1,0,1,0,0,0.0,0.0,9.525,2.998229153752578,2.998229153752578,1
0,0,0,9,0,0,0,0,0,0,1,1,0,1,45.4,418.8,1,1,0,0,0,1,0,0,2,1,0,0.0,0.0,41.88,3.8372994592322094,6.039778407386533,0
0,1,1,72,1,1,1,1,1,1,1,1,2,0,114.45,8100.55,0,1,1,0,0,0,0,1,8,4,1,228.9,114.45,110.96643835616439,4.748837535800504,8.99981068037861,0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,19.5,19.5,1,0,0,1,0,0,1,0,1,0,0,0.0,0.0,9.75,3.0204248861443626,3.0204248861443626,1
0,1,0,7,1,0,0,0,0,0,0,0,0,1,44.25,313.45,0,0,0,0,0,0,1,0,1,1,0,0.0,0.0,39.18125,3.8122026701459353,5.750825080989513,0
0,1,0,66,1,1,0,1,1,1,0,0,1,1,90.55,6130.95,0,0,1,0,0,0,0,1,5,4,1,90.55,90.55,91.50671641791044,4.51688527112052,8.721268086011952,0
0,0,0,1,1,0,0,0,0,0,0,0,0,1,69.9,69.9,1,1,1,0,0,1,0,0,1,0,0,0.0,69.9,34.95,4.2612704335380815,4.2612704335380815,1
0,1,1,40,1,0,0,0,0,0,0,0,0,1,20.4,745.3,0,1,0,1,0,0,0,1,1,4,0,0.0,0.0,18.178048780487803,3.0633909220278057,6.615127664137342,0
0,0,0,16,1,1,0,1,1,0,0,1,0,1,71.4,1212.1,0,1,0,0,0,0,0,1,5,2,0,0.0,0.0,71.3,4.282206299391671,7.100934345776873,0
0,0,0,2,1,0,0,1,0,0,1,0,0,1,87.15,183.75,1,0,1,0,0,0,0,1,3,0,0,0.0,87.15,61.25,4.4790399088438795,5.2190035598283115,1
0,1,0,67,1,1,0,0,0,0,0,0,2,0,24.85,1583.5,0,1,0,1,1,0,0,1,2,4,0,49.7,0.0,23.28676470588235,3.2523106009544382,7.368024179130975,0
0,1,0,41,1,0,1,1,1,0,1,1,1,1,104.45,4162.05,0,0,1,0,0,0,0,1,6,4,1,104.45,104.45,99.09642857142858,4.658236906924784,8.33400325769215,0
0,1,1,56,1,0,0,0,0,0,0,0,2,1,19.8,1119.9,0,0,0,1,1,0,0,1,1,4,0,39.6,0.0,19.647368421052633,3.0349529867072724,7.02188721302705,0
0,0,0,72,1,1,1,1,1,1,1,1,2,1,116.45,8013.55,0,0,1,0,0,0,0,1,8,4,1,232.9,116.45,109.77465753424657,4.7660127111049215,8.989013918738845,0
0,1,1,3,1,1,0,0,0,0,0,1,0,1,84.75,264.85,1,0,1,0,0,0,0,1,3,0,0,0.0,84.75,66.2125,4.45143608604605,5.582932239950347,1
0,1,0,54,1,0,0,0,0,0,0,0,2,0,20.05,1102.4,0,0,0,1,1,0,0,1,1,4,0,40.1,0.0,20.043636363636367,3.0469005601283903,7.00615160083833,0
1,0,0,52,1,1,0,1,1,1,1,1,0,1,110.75,5832.0,0,1,1,0,0,1,0,0,7,4,1,0.0,110.75,110.0377358490566,4.716264233493678,8.671286726753637,0
0,0,0,50,1,0,0,0,1,1,0,1,2,1,89.7,4304.5,0,0,1,0,0,0,0,1,4,4,0,179.4,89.7,84.40196078431373,4.507557357121091,8.36764855413622,0
0,0,0,14,1,1,0,0,0,1,1,0,0,1,89.95,1178.4,1,1,1,0,0,1,0,0,4,2,1,0.0,89.95,78.56,4.5103099049641315,7.072761113566404,0
0,1,0,27,1,0,1,0,0,0,0,0,1,0,48.7,1421.75,0,1,0,0,1,0,0,1,2,3,0,48.7,0.0,50.776785714285715,3.906004933102583,7.260346897483234,0
1,1,0,72,1,1,1,1,1,1,0,0,2,1,96.6,6827.5,0,0,1,0,0,0,0,1,6,4,1,193.2,96.6,93.52739726027397,4.580877493419047,8.828860309118479,0
0,0,0,62,1,0,1,1,0,0,1,1,1,1,74.3,4698.05,0,1,0,0,1,0,0,1,5,4,0,74.3,0.0,74.57222222222222,4.321480134805848,8.455115639608026,0
0,0,0,12,1,0,0,1,0,1,0,0,0,1,54.3,654.5,0,0,0,0,0,1,0,0,3,1,0,0.0,0.0,50.34615384615385,4.012772908528289,6.4853983032037545,0
1,0,0,44,1,0,0,0,1,1,1,1,1,0,74.85,3268.05,0,0,0,0,0,0,0,1,5,4,0,74.85,0.0,72.62333333333333,4.328757705794541,8.09225470180455,0
0,1,1,54,1,0,0,1,0,1,0,0,2,1,79.95,4362.05,0,1,1,0,0,0,0,1,3,4,0,159.9,79.95,79.31,4.393831680123644,8.38092663306253,0
0,0,0,68,1,0,0,0,0,0,0,0,2,0,20.05,1386.9,0,0,0,1,0,0,0,1,1,4,0,40.1,0.0,20.1,3.0469005601283903,7.235547092361794,0
0,0,0,20,1,0,0,0,0,0,0,0,0,0,19.4,415.4,0,1,0,1,0,0,1,0,1,2,0,0.0,0.0,19.780952380952378,3.0155349008501706,6.031646336740814,0
0,1,1,50,1,1,0,0,1,0,0,0,1,0,54.9,2614.1,0,1,0,0,0,0,0,1,3,4,0,54.9,0.0,51.25686274509804,4.023564380161053,7.86905761668564,0
0,0,0,58,1,1,0,0,0,0,0,0,2,1,24.45,1513.6,0,1,0,1,1,0,0,1,2,4,0,48.9,0.0,25.65423728813559,3.2367157429965316,7.322906656679722,0
0,1,1,35,1,1,0,1,0,0,1,0,0,1,89.65,3161.6,0,1,1,0,0,0,0,1,4,3,0,0.0,89.65,87.82222222222222,4.50700593720086,8.059149753089216,0
0,0,0,2,1,0,0,0,0,0,0,0,0,1,45.4,80.95,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,26.983333333333334,3.8372994592322094,4.406109305189839,1
0,1,1,63,1,1,1,0,1,1,0,1,2,0,75.7,4676.7,0,1,0,0,0,0,1,0,6,4,0,151.4,0.0,73.0734375,4.33990170837321,8.450561815117638,0
0,1,0,58,1,1,1,1,1,0,1,1,1,1,110.65,6526.65,0,0,1,0,1,0,0,1,7,4,1,110.65,110.65,110.62118644067796,4.7153689782861665,8.78380228001052,0
0,1,1,27,1,0,0,0,0,0,0,0,1,1,20.55,583.3,0,0,0,1,0,0,1,0,1,3,0,20.55,0.0,20.832142857142856,3.070375816549757,6.370414549560391,0
0,1,0,71,1,1,1,1,1,1,1,1,2,1,115.15,8078.1,0,0,1,0,1,0,0,1,8,4,1,230.3,115.15,112.19583333333334,4.754882459216418,8.99703575917263,0
0,0,0,63,1,0,0,0,1,0,0,1,1,0,58.55,3503.5,0,0,0,0,1,0,0,1,3,4,0,58.55,0.0,54.7421875,4.0868162958013095,8.16180313594038,0
0,1,0,71,1,1,0,1,1,0,0,1,0,1,93.25,6669.45,0,1,1,0,0,0,0,1,5,4,1,0.0,93.25,92.63125,4.54595082632812,8.80544260290079,0
1,0,0,41,1,1,1,1,1,0,1,1,0,1,113.2,4689.5,1,0,1,0,0,1,0,0,7,4,1,0.0,113.2,111.6547619047619,4.73795129722191,8.453294465566005,0
1,0,0,13,1,0,0,0,0,0,1,1,0,1,90.5,1201.15,1,1,1,0,0,1,0,0,3,2,1,0.0,90.5,85.79642857142858,4.516338972281476,7.091866899322588,0
0,0,0,2,1,0,0,0,0,0,1,0,0,0,79.0,143.65,1,1,1,0,0,1,0,0,2,0,0,0.0,79.0,47.88333333333333,4.382026634673881,4.974317031422144,1
0,1,1,68,1,0,0,0,0,0,0,0,2,1,19.35,1292.65,0,0,0,1,0,0,0,1,1,4,0,38.7,0.0,18.734057971014494,3.013080911888604,7.1652229593403005,0
0,1,1,1,1,0,1,0,0,0,0,0,0,1,48.75,48.75,0,1,0,0,0,0,1,0,2,0,0,0.0,0.0,24.375,3.907010463604602,3.907010463604602,1
1,0,0,65,1,1,1,0,1,1,1,1,2,1,109.05,7108.2,0,1,1,0,0,1,0,0,7,4,1,218.1,109.05,107.7,4.70093480797247,8.869144998885837,0
1,1,0,72,1,1,0,0,0,0,0,0,2,1,25.0,1802.55,0,1,0,1,0,0,0,1,2,4,0,50.0,0.0,24.692465753424656,3.258096538021482,7.497512223829546,0
0,0,0,28,1,1,0,0,0,1,0,0,0,1,54.9,1505.15,0,0,0,0,1,0,0,1,3,3,0,0.0,0.0,51.90172413793104,4.023564380161053,7.317312004993555,0
0,1,1,72,1,1,0,0,0,0,0,0,2,0,24.75,1859.1,0,1,0,1,1,0,0,1,2,4,0,49.5,0.0,25.46712328767123,3.248434627109745,7.528385528702905,0
0,0,0,2,1,0,1,1,0,0,1,0,0,1,91.15,168.5,0,0,1,0,0,1,0,0,4,0,1,0.0,91.15,56.166666666666664,4.523417684115833,5.1328529268205045,1
0,0,1,18,1,0,0,0,0,0,0,0,1,0,20.15,390.85,1,0,0,1,0,0,0,1,1,2,0,20.15,0.0,20.571052631578947,3.0516399054922867,5.9708791134988735,0
1,1,0,60,1,1,0,1,1,0,1,1,1,1,104.35,6339.45,0,1,1,0,0,1,0,0,6,4,1,104.35,104.35,103.92540983606557,4.6572881402501976,8.75470502283044,0
1,0,0,26,1,1,0,0,0,1,0,1,0,1,66.05,1652.4,0,0,0,0,0,1,0,0,4,3,0,0.0,0.0,61.2,4.205438609727688,7.410589052818575,0
0,0,1,1,1,0,0,0,0,0,0,0,0,1,71.65,71.65,1,1,1,0,0,1,0,0,1,0,0,0.0,71.65,35.825,4.285653390016292,4.285653390016292,1
0,0,0,4,1,0,0,0,0,0,0,0,0,0,20.35,77.5,1,0,0,1,0,0,1,0,1,0,0,0.0,0.0,15.5,3.0610517396746335,4.363098624788363,1
0,1,1,68,1,1,1,1,1,1,1,1,2,1,92.2,6392.85,0,1,0,0,1,0,0,1,8,4,1,184.4,0.0,92.65,4.534747721691546,8.763091869851333,0
0,0,0,38,1,0,0,1,1,1,0,0,0,1,84.25,3264.5,1,0,1,0,1,0,0,1,4,4,0,0.0,84.25,83.7051282051282,4.445588116163626,8.091168169342712,0
1,1,0,42,1,1,1,0,1,0,1,1,1,1,105.2,4599.15,0,0,1,0,0,0,0,1,6,4,1,105.2,105.2,106.95697674418604,4.665324108807838,8.433844190641187,0
0,1,0,57,1,0,0,0,0,0,0,0,2,1,19.6,1134.25,0,0,0,1,0,0,0,1,1,4,0,39.2,0.0,19.55603448275862,3.0252910757955354,7.0346081699780605,0
0,1,0,54,0,0,0,1,0,0,0,0,0,0,30.4,1621.35,0,1,0,0,0,1,0,0,1,4,0,0.0,0.0,29.479090909090907,3.4468078929142076,7.391630994381529,0
0,0,0,12,1,0,0,0,0,0,0,1,0,0,78.1,947.3,1,0,1,0,0,0,0,1,2,1,0,0.0,78.1,72.86923076923077,4.370712874773608,6.854670907889681,0
0,1,0,44,1,0,1,1,1,0,0,0,1,1,61.5,2722.2,0,0,0,0,0,0,1,0,4,4,0,61.5,0.0,60.49333333333333,4.135166556742356,7.909562938379055,0
0,1,1,42,1,1,1,1,0,0,1,0,0,1,69.4,3058.3,0,1,0,0,0,0,0,1,5,4,0,0.0,0.0,71.12325581395349,4.254193263163997,8.02594141060735,0
0,1,1,72,1,1,0,0,0,0,0,0,2,0,24.75,1769.6,0,1,0,1,0,0,0,1,2,4,0,49.5,0.0,24.241095890410957,3.248434627109745,7.479073751176949,0
0,1,1,71,1,1,1,1,1,1,1,1,2,0,91.05,6293.75,0,0,0,0,0,0,1,0,8,4,1,182.1,0.0,87.41319444444444,4.522331907679087,8.747471231631046,0
0,1,0,19,1,1,0,0,1,0,0,1,0,0,89.65,1761.05,1,0,1,0,0,0,1,0,4,2,0,0.0,89.65,88.0525,4.50700593720086,7.474233182938004,0
0,1,0,23,1,1,0,0,0,1,1,1,0,1,73.65,1642.75,0,0,0,0,1,0,0,1,5,2,0,0.0,0.0,68.44791666666667,4.312810523985199,7.404735495926075,0
0,0,0,30,1,0,0,0,0,0,0,0,2,0,19.4,578.5,0,0,0,1,1,0,0,1,1,3,0,38.8,0.0,18.661290322580644,3.0155349008501706,6.362165662779806,0
0,0,0,35,1,1,0,0,0,0,0,0,1,0,26.2,954.9,0,1,0,1,0,0,0,1,2,3,0,26.2,0.0,26.525,3.3032169733019514,6.862653305069717,0
0,0,0,10,1,1,1,0,0,0,1,1,0,1,98.7,973.25,1,0,1,0,0,1,0,0,5,1,1,0.0,98.7,88.47727272727273,4.602165676967792,6.881667944218819,0
0,0,0,1,1,0,0,0,0,0,0,0,0,1,43.85,43.85,0,1,0,0,0,0,0,1,1,0,0,0.0,0.0,21.925,3.803323588504805,3.803323588504805,1
0,0,0,22,1,0,0,0,0,0,0,0,0,1,69.7,1490.4,0,1,1,0,0,0,1,0,1,2,0,0.0,69.7,64.8,4.258445572902527,7.307470555109695,0
0,1,1,7,0,0,1,1,1,0,0,0,2,0,38.55,280.0,0,1,0,0,0,0,1,0,3,1,0,77.1,0.0,35.0,3.677565694213663,5.638354669333745,0
0,0,0,36,0,0,1,1,1,1,0,1,2,1,53.1,1901.25,0,0,0,0,0,0,1,0,5,3,0,106.2,0.0,51.38513513513514,3.9908341858524357,7.550792675056632,0
0,1,1,34,1,0,0,0,0,0,0,0,0,0,20.65,716.4,0,0,0,1,0,0,1,0,1,3,0,0.0,0.0,20.468571428571426,3.075005454448499,6.575633565098182,0
0,1,1,72,1,1,1,1,1,0,0,0,2,0,64.45,4720.0,0,1,0,0,1,0,0,1,5,4,0,128.9,0.0,64.65753424657534,4.181286492355909,8.459775920546287,0
0,1,1,36,1,1,0,0,0,0,0,0,2,0,25.1,930.95,0,1,0,1,1,0,0,1,2,3,0,50.2,0.0,25.160810810810812,3.261935314328648,6.837279165177812,0
0,0,0,1,1,0,0,0,1,0,0,0,0,0,76.35,76.35,1,0,1,0,0,1,0,0,2,0,0,0.0,76.35,38.175,4.348340577019075,4.348340577019075,1
0,0,0,23,1,1,0,1,0,0,0,0,0,1,79.15,1676.95,1,0,1,0,0,1,0,0,3,2,0,0.0,79.15,69.87291666666667,4.383899879055562,7.42532808920537,0
1,1,0,32,1,1,0,0,0,0,0,1,0,1,85.0,2642.05,1,1,1,0,0,1,0,0,3,3,0,0.0,85.0,80.06212121212121,4.454347296253507,7.879688832321678,0
0,1,1,71,1,1,1,1,1,1,0,0,1,1,95.15,6770.85,0,0,1,0,1,0,0,1,6,4,1,95.15,95.15,94.03958333333334,4.565909472034789,8.820529592978177,0
1,0,0,23,1,1,0,0,1,0,0,0,0,1,79.35,1835.3,0,0,1,0,0,0,1,0,3,2,0,0.0,79.35,76.47083333333333,4.386392092183521,7.515507956525134,0
0,1,0,17,1,0,0,0,1,0,1,1,1,1,96.65,1588.25,0,1,1,0,0,0,0,1,4,2,1,96.65,96.65,88.23611111111111,4.581389657322688,7.371017485816518,0
0,0,0,1,1,0,0,0,1,1,1,1,0,1,75.5,75.5,0,1,0,0,0,1,0,0,5,0,0,0.0,0.0,37.75,4.33729074083249,4.33729074083249,1
0,1,1,12,1,0,0,0,0,0,0,0,2,0,19.7,258.35,0,1,0,1,0,0,1,0,1,1,0,39.4,0.0,19.873076923076926,3.0301337002713233,5.55817850079741,0
0,1,0,72,1,0,0,0,0,0,0,0,2,0,20.5,1502.25,0,0,0,1,1,0,0,1,1,4,0,41.0,0.0,20.578767123287673,3.068052935133617,7.3153847099196785,0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,19.2,19.2,0,1,0,1,0,0,1,0,1,0,0,0.0,0.0,9.6,3.005682604407159,3.005682604407159,1
1,1,0,72,1,1,0,1,0,0,1,1,2,0,98.35,6929.4,0,1,1,0,0,0,0,1,5,4,1,196.7,98.35,94.92328767123287,4.598648968997826,8.84367281057593,0
0,1,1,60,1,1,0,0,0,0,0,0,0,0,74.35,4453.3,0,1,1,0,0,0,0,1,2,4,0,0.0,74.35,73.00491803278689,4.3221439250725044,8.401625200735404,0
0,1,1,61,0,0,0,1,1,1,1,0,2,0,51.35,3244.4,0,0,0,0,1,0,0,1,4,4,0,102.7,0.0,52.329032258064515,3.9579519373165457,8.084993888105437,0
0,1,0,6,1,0,0,0,0,0,0,0,0,0,45.65,323.45,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,46.207142857142856,3.8426729272933526,5.782131441067177,1
1,1,0,32,1,1,0,0,0,0,0,1,0,0,85.3,2661.1,1,1,1,0,0,1,0,0,3,3,0,0.0,85.3,80.63939393939394,4.457829598089382,7.886870563989527,0
0,0,1,31,1,1,0,0,0,0,1,0,0,1,86.55,2697.4,1,0,1,0,1,0,0,1,3,3,0,0.0,86.55,84.29375,4.472210058731861,7.90041428374744,0
0,0,0,19,1,0,0,1,0,0,0,0,0,1,73.85,1424.5,1,1,1,0,1,0,0,1,2,2,0,0.0,73.85,71.225,4.3154861108656375,7.2622779083527265,0
0,1,1,72,1,0,0,0,0,0,0,0,2,0,20.3,1401.15,0,1,0,1,0,0,0,1,1,4,0,40.6,0.0,19.193835616438356,3.0587070727153796,7.2457620518857775,0
0,0,0,32,1,1,0,1,0,0,0,0,0,1,54.2,1739.6,0,0,0,0,0,1,0,0,3,3,0,0.0,0.0,52.71515151515151,4.01096295328305,7.461985160355414,0
0,1,0,65,1,1,0,1,0,0,0,1,0,1,90.65,5931.0,0,1,1,0,0,1,0,0,4,4,1,0.0,90.65,89.86363636363636,4.517976974285714,8.688116703257823,0
0,1,1,45,0,0,1,0,0,0,1,1,0,1,50.9,2333.85,0,0,0,0,0,0,0,1,3,4,0,0.0,0.0,50.73586956521739,3.949318790171843,7.755702928210837,0
0,0,0,42,1,1,0,0,0,0,0,0,1,0,25.05,949.85,0,1,0,1,0,1,0,0,2,4,0,25.05,0.0,22.08953488372093,3.260017768199376,6.857356321398285,0
0,0,0,8,1,1,0,0,0,0,0,0,0,1,74.85,572.45,0,1,1,0,0,1,0,0,2,1,0,0.0,74.85,63.60555555555556,4.328757705794541,6.351670748810531,0
0,0,1,32,1,0,0,0,0,0,0,0,2,0,20.5,696.8,0,1,0,1,0,0,1,0,1,3,0,41.0,0.0,21.115151515151513,3.068052935133617,6.547932528752674,0
1,1,0,22,1,1,1,1,0,1,0,0,0,1,63.55,1381.8,0,0,0,0,0,0,1,0,5,2,0,0.0,0.0,60.07826086956521,4.167440117292651,7.2318657080474695,0
1,1,0,57,0,0,0,0,0,0,1,1,0,1,44.85,2572.95,1,1,0,0,0,1,0,0,2,4,0,0.0,0.0,44.36120689655172,3.825375198702474,7.853196962947979,0
0,0,0,1,1,0,1,0,0,0,0,0,0,0,47.95,47.95,0,1,0,0,0,1,0,0,2,0,0,0.0,0.0,23.975,3.8907993689765195,3.8907993689765195,1
1,0,0,1,1,0,0,0,0,0,0,0,0,0,45.1,45.1,1,1,0,0,0,1,0,0,1,0,0,0.0,0.0,22.55,3.8308129500026027,3.8308129500026027,1
